date,date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,turnover_portfolio,turnover_stock,cost,net_ret,wealth_gross,wealth_net,drawdown_net
19951130,1996-11-30,1996,11,AP-Trees rolling TC-aware (portfolio-level TC),0.013068204752644285,4.345160370265028e-06,4.345160370265028e-06,4.345160370265028e-06,,1.086290092566257e-08,0.01306819388974336,1.5137856992168073,1.5137853155479004,-0.0253212369233885
19951229,1996-12-31,1996,12,AP-Trees rolling TC-aware (portfolio-level TC),0.0034121366775664245,3.6185408198753655e-06,3.6185408198753655e-06,3.6185408198753655e-06,,9.046352049688414e-09,0.0034121276312143746,1.5189509429230803,1.518950544250808,-0.021995508584336965
19960131,1997-01-31,1997,1,AP-Trees rolling TC-aware (portfolio-level TC),0.03672741505692229,3.6442681719157932e-06,3.6442681719157932e-06,3.6442681719157932e-06,,9.110670429789483e-09,0.036727405946251866,1.57473808465492,1.5747376575017877,0.0
19960229,1997-02-28,1997,2,AP-Trees rolling TC-aware (portfolio-level TC),0.03304138165133711,3.873386311175481e-06,3.873386311175481e-06,3.873386311175481e-06,,9.683465777938702e-09,0.03304137196787133,1.6267696067108988,1.6267691501951185,0.0
19960329,1997-03-31,1997,3,AP-Trees rolling TC-aware (portfolio-level TC),0.02279527787977026,4.184638043511213e-06,4.184638043511213e-06,4.184638043511213e-06,,1.0461595108778032e-08,0.022795267418175152,1.6638522719422382,1.6638517880014536,0.0
19960430,1997-04-30,1997,4,AP-Trees rolling TC-aware (portfolio-level TC),0.048275372532771504,4.54686688184866e-06,4.54686688184866e-06,4.54686688184866e-06,,1.136716720462165e-08,0.0482753611656043,1.744175360209748,1.7441748339932603,0.0
19960531,1997-05-31,1997,5,AP-Trees rolling TC-aware (portfolio-level TC),0.06404501549614447,4.539454774452056e-06,4.539454774452056e-06,4.539454774452056e-06,,1.134863693613014e-08,0.06404500414750754,1.8558810981823748,1.855880518470337,0.0
19960628,1997-06-30,1997,6,AP-Trees rolling TC-aware (portfolio-level TC),-0.0295635144275652,5.358003796123584e-06,5.358003796123584e-06,5.358003796123584e-06,,1.339500949030896e-08,-0.02956352782257469,1.8010147305604145,1.801014143127165,-0.029563527822574653
19960731,1997-07-31,1997,7,AP-Trees rolling TC-aware (portfolio-level TC),-0.0711371303404148,5.510030101317509e-06,5.510030101317509e-06,5.510030101317509e-06,,1.3775075253293773e-08,-0.07113714411549005,1.6728957109275313,1.672895140473492,-0.09859760699878795
19960830,1997-08-31,1997,8,AP-Trees rolling TC-aware (portfolio-level TC),0.04320189914709434,4.278179894918327e-06,4.278179894918327e-06,4.278179894918327e-06,,1.0695449737295817e-08,0.043201888451644604,1.7451679827146294,1.745167369723526,-0.05965532136630414
