date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,cost,net_ret
2013-12-31,2013,12,Triple Sort static (no TC),0.028586303016833733,0.0,0.0,0.0,0.028586303016833733
2014-01-31,2014,1,Triple Sort static (no TC),0.06208056852366166,0.0,0.0,0.0,0.06208056852366166
2014-02-28,2014,2,Triple Sort static (no TC),0.01058627142590866,0.0,0.0,0.0,0.01058627142590866
2014-03-31,2014,3,Triple Sort static (no TC),0.03736064934587766,0.0,0.0,0.0,0.03736064934587766
2014-04-30,2014,4,Triple Sort static (no TC),0.018348192845928167,0.0,0.0,0.0,0.018348192845928167
2014-05-31,2014,5,Triple Sort static (no TC),0.027330222527382625,0.0,0.0,0.0,0.027330222527382625
2014-06-30,2014,6,Triple Sort static (no TC),-0.005186853710484052,0.0,0.0,0.0,-0.005186853710484052
2014-07-31,2014,7,Triple Sort static (no TC),0.05472184150395532,0.0,0.0,0.0,0.05472184150395532
2014-08-31,2014,8,Triple Sort static (no TC),-0.03178540029284209,0.0,0.0,0.0,-0.03178540029284209
2014-09-30,2014,9,Triple Sort static (no TC),0.038300757615058446,0.0,0.0,0.0,0.038300757615058446
2014-10-31,2014,10,Triple Sort static (no TC),0.0395301380592688,0.0,0.0,0.0,0.0395301380592688
2014-11-30,2014,11,Triple Sort static (no TC),0.030099744711934027,0.0,0.0,0.0,0.030099744711934027
